SNo,ObservationDate,Province/State,UF,Country/Region,Last Update,Confirmed,Deaths,Recovered
59181,07/07/2020,Goias,GO,Brazil,02/04/2021 15:13,31308.0,701.0,0.0
59307,07/07/2020,Maranhao,MA,Brazil,02/04/2021 15:13,92088.0,2286.0,70927.0
59313,07/07/2020,Mato Grosso,MT,Brazil,02/04/2021 15:13,22406.0,846.0,9607.0
59314,07/07/2020,Mato Grosso do Sul,MS,Brazil,02/04/2021 15:13,10687.0,128.0,7081.0
59326,07/07/2020,Minas Gerais,MG,Brazil,02/04/2021 15:13,60897.0,1282.0,38554.0
59402,07/07/2020,Para,PA,Brazil,02/04/2021 15:13,116152.0,5128.0,103769.0
59403,07/07/2020,Paraiba,PB,Brazil,02/04/2021 15:13,54802.0,1145.0,18435.0
59404,07/07/2020,Parana,PR,Brazil,02/04/2021 15:13,34308.0,851.0,8817.0
59409,07/07/2020,Pernambuco,PE,Brazil,02/04/2021 15:13,66151.0,5234.0,46417.0
59410,07/07/2020,Piaui,PI,Brazil,02/04/2021 15:13,27514.0,834.0,26642.0
59437,07/07/2020,Rio Grande do Norte,RN,Brazil,02/04/2021 15:13,35820.0,1291.0,2904.0
59438,07/07/2020,Rio Grande do Sul,RS,Brazil,02/04/2021 15:13,33800.0,791.0,28086.0
59439,07/07/2020,Rio de Janeiro,RJ,Brazil,02/04/2021 15:13,124086.0,10881.0,101554.0
59442,07/07/2020,Rondonia,RO,Brazil,02/04/2021 15:13,24564.0,577.0,13671.0
59443,07/07/2020,Roraima,RR,Brazil,02/04/2021 15:13,19088.0,376.0,4495.0
59461,07/07/2020,Santa Catarina,SC,Brazil,02/04/2021 15:13,35342.0,419.0,28115.0
59463,07/07/2020,Sao Paulo,SP,Brazil,02/04/2021 15:13,332708.0,16475.0,194958.0
59469,07/07/2020,Sergipe,SE,Brazil,02/04/2021 15:13,31640.0,851.0,18949.0
59513,07/07/2020,Tocantins,TO,Brazil,02/04/2021 15:13,13004.0,228.0,8101.0
59762,07/08/2020,Acre,AC,Brazil,02/04/2021 15:13,15167.0,404.0,8604.0
59768,07/08/2020,Alagoas,AL,Brazil,02/04/2021 15:13,42322.0,1213.0,34309.0
59773,07/08/2020,Amapa,AP,Brazil,02/04/2021 15:13,30524.0,462.0,19372.0
59774,07/08/2020,Amazonas,AM,Brazil,02/04/2021 15:13,80082.0,2967.0,66256.0
59808,07/08/2020,Bahia,BA,Brazil,02/04/2021 15:13,95536.0,2277.0,66550.0
59850,07/08/2020,Ceara,CE,Brazil,02/04/2021 15:13,128471.0,6665.0,102145.0
59887,07/08/2020,Distrito Federal,DF,Brazil,02/04/2021 15:13,64314.0,801.0,50879.0
59894,07/08/2020,Espirito Santo,ES,Brazil,02/04/2021 15:13,58537.0,1911.0,38609.0
59914,07/08/2020,Goias,GO,Brazil,02/04/2021 15:13,32664.0,733.0,0.0
60040,07/08/2020,Maranhao,MA,Brazil,02/04/2021 15:13,92939.0,2324.0,70927.0
60046,07/08/2020,Mato Grosso,MT,Brazil,02/04/2021 15:13,23835.0,882.0,10832.0
60047,07/08/2020,Mato Grosso do Sul,MS,Brazil,02/04/2021 15:13,11063.0,134.0,7291.0
60059,07/08/2020,Minas Gerais,MG,Brazil,02/04/2021 15:13,64035.0,1355.0,40731.0
60135,07/08/2020,Para,PA,Brazil,02/04/2021 15:13,118744.0,5169.0,105839.0
60136,07/08/2020,Paraiba,PB,Brazil,02/04/2021 15:13,56344.0,1171.0,19999.0
60137,07/08/2020,Parana,PR,Brazil,02/04/2021 15:13,35715.0,895.0,9852.0
60142,07/08/2020,Pernambuco,PE,Brazil,02/04/2021 15:13,67604.0,5323.0,47881.0
60143,07/08/2020,Piaui,PI,Brazil,02/04/2021 15:13,28411.0,858.0,27927.0
60170,07/08/2020,Rio Grande do Norte,RN,Brazil,02/04/2021 15:13,36511.0,1326.0,2904.0
60171,07/08/2020,Rio Grande do Sul,RS,Brazil,02/04/2021 15:13,35557.0,825.0,29424.0
60172,07/08/2020,Rio de Janeiro,RJ,Brazil,02/04/2021 15:13,126329.0,10970.0,105231.0
60175,07/08/2020,Rondonia,RO,Brazil,02/04/2021 15:13,25067.0,585.0,14391.0
60176,07/08/2020,Roraima,RR,Brazil,02/04/2021 15:13,19284.0,386.0,4495.0
60194,07/08/2020,Santa Catarina,SC,Brazil,02/04/2021 15:13,36810.0,432.0,28115.0
60196,07/08/2020,Sao Paulo,SP,Brazil,02/04/2021 15:13,341365.0,16788.0,199005.0
60202,07/08/2020,Sergipe,SE,Brazil,02/04/2021 15:13,32490.0,875.0,19759.0
60246,07/08/2020,Tocantins,TO,Brazil,02/04/2021 15:13,13440.0,233.0,8517.0
60495,07/09/2020,Acre,AC,Brazil,02/04/2021 15:13,15465.0,411.0,8604.0
60501,07/09/2020,Alagoas,AL,Brazil,02/04/2021 15:13,43191.0,1230.0,34309.0
60506,07/09/2020,Amapa,AP,Brazil,02/04/2021 15:13,30763.0,467.0,19644.0
60507,07/09/2020,Amazonas,AM,Brazil,02/04/2021 15:13,81318.0,2985.0,67024.0
60541,07/09/2020,Bahia,BA,Brazil,02/04/2021 15:13,98319.0,2328.0,69098.0
60583,07/09/2020,Ceara,CE,Brazil,02/04/2021 15:13,131000.0,6741.0,104162.0
60620,07/09/2020,Distrito Federal,DF,Brazil,02/04/2021 15:13,65677.0,823.0,52548.0
60627,07/09/2020,Espirito Santo,ES,Brazil,02/04/2021 15:13,60009.0,1930.0,38819.0
60647,07/09/2020,Goias,GO,Brazil,02/04/2021 15:13,33876.0,769.0,9595.0
60773,07/09/2020,Maranhao,MA,Brazil,02/04/2021 15:13,95323.0,2357.0,70927.0
60779,07/09/2020,Mato Grosso,MT,Brazil,02/04/2021 15:13,25264.0,928.0,10832.0
60780,07/09/2020,Mato Grosso do Sul,MS,Brazil,02/04/2021 15:13,11671.0,136.0,7629.0
60792,07/09/2020,Minas Gerais,MG,Brazil,02/04/2021 15:13,66864.0,1445.0,43117.0
60868,07/09/2020,Para,PA,Brazil,02/04/2021 15:13,120731.0,5196.0,107773.0
60869,07/09/2020,Paraiba,PB,Brazil,02/04/2021 15:13,57614.0,1196.0,19999.0
60870,07/09/2020,Parana,PR,Brazil,02/04/2021 15:13,37424.0,931.0,9852.0
60875,07/09/2020,Pernambuco,PE,Brazil,02/04/2021 15:13,68767.0,5409.0,47881.0
60876,07/09/2020,Piaui,PI,Brazil,02/04/2021 15:13,29745.0,884.0,29471.0
60903,07/09/2020,Rio Grande do Norte,RN,Brazil,02/04/2021 15:13,37060.0,1345.0,2904.0
60904,07/09/2020,Rio Grande do Sul,RS,Brazil,02/04/2021 15:13,36434.0,870.0,30240.0
60905,07/09/2020,Rio de Janeiro,RJ,Brazil,02/04/2021 15:13,128324.0,11115.0,105231.0
60908,07/09/2020,Rondonia,RO,Brazil,02/04/2021 15:13,25402.0,589.0,14391.0
60909,07/09/2020,Roraima,RR,Brazil,02/04/2021 15:13,20154.0,393.0,4538.0
60927,07/09/2020,Santa Catarina,SC,Brazil,02/04/2021 15:13,38408.0,447.0,31616.0
60929,07/09/2020,Sao Paulo,SP,Brazil,02/04/2021 15:13,349715.0,17118.0,202967.0
60935,07/09/2020,Sergipe,SE,Brazil,02/04/2021 15:13,33416.0,901.0,19759.0
60979,07/09/2020,Tocantins,TO,Brazil,02/04/2021 15:13,13845.0,240.0,8517.0
61228,07/10/2020,Acre,AC,Brazil,02/04/2021 15:13,15768.0,417.0,8925.0
61234,07/10/2020,Alagoas,AL,Brazil,02/04/2021 15:13,43959.0,1246.0,36343.0
61239,07/10/2020,Amapa,AP,Brazil,02/04/2021 15:13,31080.0,470.0,19803.0
61240,07/10/2020,Amazonas,AM,Brazil,02/04/2021 15:13,82507.0,3008.0,69107.0
61274,07/10/2020,Bahia,BA,Brazil,02/04/2021 15:13,101186.0,2383.0,71926.0
61316,07/10/2020,Ceara,CE,Brazil,02/04/2021 15:13,133546.0,6777.0,106952.0
61353,07/10/2020,Distrito Federal,DF,Brazil,02/04/2021 15:13,67297.0,856.0,54402.0
61360,07/10/2020,Espirito Santo,ES,Brazil,02/04/2021 15:13,61356.0,1967.0,40983.0
61380,07/10/2020,Goias,GO,Brazil,02/04/2021 15:13,35138.0,807.0,10223.0
61506,07/10/2020,Maranhao,MA,Brazil,02/04/2021 15:13,96718.0,2392.0,75570.0
61512,07/10/2020,Mato Grosso,MT,Brazil,02/04/2021 15:13,26396.0,986.0,11660.0
61513,07/10/2020,Mato Grosso do Sul,MS,Brazil,02/04/2021 15:13,12261.0,146.0,8008.0
61525,07/10/2020,Minas Gerais,MG,Brazil,02/04/2021 15:13,70086.0,1504.0,45145.0
61601,07/10/2020,Para,PA,Brazil,02/04/2021 15:13,122674.0,5224.0,109699.0
61602,07/10/2020,Paraiba,PB,Brazil,02/04/2021 15:13,59118.0,1229.0,21481.0
61603,07/10/2020,Parana,PR,Brazil,02/04/2021 15:13,39512.0,978.0,13374.0
61608,07/10/2020,Pernambuco,PE,Brazil,02/04/2021 15:13,70100.0,5482.0,49483.0
61609,07/10/2020,Piaui,PI,Brazil,02/04/2021 15:13,31269.0,896.0,30676.0
61636,07/10/2020,Rio Grande do Norte,RN,Brazil,02/04/2021 15:13,38265.0,1356.0,2904.0
61637,07/10/2020,Rio Grande do Sul,RS,Brazil,02/04/2021 15:13,37490.0,919.0,31317.0
61638,07/10/2020,Rio de Janeiro,RJ,Brazil,02/04/2021 15:13,129443.0,11280.0,108151.0
61641,07/10/2020,Rondonia,RO,Brazil,02/04/2021 15:13,26000.0,605.0,15290.0
61642,07/10/2020,Roraima,RR,Brazil,02/04/2021 15:13,21220.0,393.0,8191.0
61660,07/10/2020,Santa Catarina,SC,Brazil,02/04/2021 15:13,40106.0,459.0,31616.0
61662,07/10/2020,Sao Paulo,SP,Brazil,02/04/2021 15:13,359110.0,17442.0,204531.0
61668,07/10/2020,Sergipe,SE,Brazil,02/04/2021 15:13,34713.0,931.0,22686.0
61712,07/10/2020,Tocantins,TO,Brazil,02/04/2021 15:13,14509.0,245.0,8915.0
61961,07/11/2020,Acre,AC,Brazil,02/04/2021 15:13,16080.0,419.0,9128.0
61967,07/11/2020,Alagoas,AL,Brazil,02/04/2021 15:13,44633.0,1264.0,36973.0
61972,07/11/2020,Amapa,AP,Brazil,02/04/2021 15:13,31279.0,473.0,19965.0
61973,07/11/2020,Amazonas,AM,Brazil,02/04/2021 15:13,83230.0,3023.0,69736.0
62007,07/11/2020,Bahia,BA,Brazil,02/04/2021 15:13,104188.0,2436.0,73136.0
62049,07/11/2020,Ceara,CE,Brazil,02/04/2021 15:13,135945.0,6853.0,108361.0
62086,07/11/2020,Distrito Federal,DF,Brazil,02/04/2021 15:13,68406.0,871.0,56120.0
62093,07/11/2020,Espirito Santo,ES,Brazil,02/04/2021 15:13,62236.0,1984.0,41450.0
62113,07/11/2020,Goias,GO,Brazil,02/04/2021 15:13,35793.0,844.0,10407.0
62239,07/11/2020,Maranhao,MA,Brazil,02/04/2021 15:13,98398.0,2426.0,76921.0
62245,07/11/2020,Mato Grosso,MT,Brazil,02/04/2021 15:13,27636.0,1029.0,11660.0
62246,07/11/2020,Mato Grosso do Sul,MS,Brazil,02/04/2021 15:13,12969.0,153.0,8329.0
62258,07/11/2020,Minas Gerais,MG,Brazil,02/04/2021 15:13,73813.0,1550.0,49050.0
62334,07/11/2020,Para,PA,Brazil,02/04/2021 15:13,124934.0,5274.0,111002.0
62335,07/11/2020,Paraiba,PB,Brazil,02/04/2021 15:13,60421.0,1250.0,22116.0
62336,07/11/2020,Parana,PR,Brazil,02/04/2021 15:13,40797.0,1016.0,13374.0
62341,07/11/2020,Pernambuco,PE,Brazil,02/04/2021 15:13,71370.0,5556.0,49483.0
62342,07/11/2020,Piaui,PI,Brazil,02/04/2021 15:13,32465.0,914.0,31142.0
62369,07/11/2020,Rio Grande do Norte,RN,Brazil,02/04/2021 15:13,38616.0,1380.0,2904.0
62370,07/11/2020,Rio Grande do Sul,RS,Brazil,02/04/2021 15:13,38720.0,943.0,32337.0
62371,07/11/2020,Rio de Janeiro,RJ,Brazil,02/04/2021 15:13,129675.0,11406.0,109061.0
62374,07/11/2020,Rondonia,RO,Brazil,02/04/2021 15:13,26496.0,617.0,15696.0
62375,07/11/2020,Roraima,RR,Brazil,02/04/2021 15:13,21849.0,396.0,8191.0
62393,07/11/2020,Santa Catarina,SC,Brazil,02/04/2021 15:13,42026.0,485.0,33758.0
62395,07/11/2020,Sao Paulo,SP,Brazil,02/04/2021 15:13,366890.0,17702.0,211777.0
62401,07/11/2020,Sergipe,SE,Brazil,02/04/2021 15:13,36046.0,954.0,22903.0
62445,07/11/2020,Tocantins,TO,Brazil,02/04/2021 15:13,14939.0,251.0,9108.0
62694,07/12/2020,Acre,AC,Brazil,02/04/2021 15:13,16190.0,426.0,9198.0
62700,07/12/2020,Alagoas,AL,Brazil,02/04/2021 15:13,45330.0,1281.0,37460.0
62705,07/12/2020,Amapa,AP,Brazil,02/04/2021 15:13,31364.0,474.0,20044.0
62706,07/12/2020,Amazonas,AM,Brazil,02/04/2021 15:13,83526.0,3039.0,69971.0
62740,07/12/2020,Bahia,BA,Brazil,02/04/2021 15:13,105763.0,2483.0,73730.0
62782,07/12/2020,Ceara,CE,Brazil,02/04/2021 15:13,136785.0,6868.0,110224.0
62819,07/12/2020,Distrito Federal,DF,Brazil,02/04/2021 15:13,70712.0,902.0,57262.0
62826,07/12/2020,Espirito Santo,ES,Brazil,02/04/2021 15:13,62799.0,2003.0,41671.0
62846,07/12/2020,Goias,GO,Brazil,02/04/2021 15:13,36244.0,849.0,10480.0
62972,07/12/2020,Maranhao,MA,Brazil,02/04/2021 15:13,98952.0,2463.0,77815.0
62978,07/12/2020,Mato Grosso,MT,Brazil,02/04/2021 15:13,28411.0,1047.0,11660.0
62979,07/12/2020,Mato Grosso do Sul,MS,Brazil,02/04/2021 15:13,13197.0,161.0,8678.0
62991,07/12/2020,Minas Gerais,MG,Brazil,02/04/2021 15:13,75851.0,1576.0,49769.0
63067,07/12/2020,Para,PA,Brazil,02/04/2021 15:13,125714.0,5289.0,112237.0
63068,07/12/2020,Paraiba,PB,Brazil,02/04/2021 15:13,60784.0,1284.0,22292.0
63069,07/12/2020,Parana,PR,Brazil,02/04/2021 15:13,42537.0,1045.0,13374.0
63074,07/12/2020,Pernambuco,PE,Brazil,02/04/2021 15:13,72470.0,5595.0,50850.0
63075,07/12/2020,Piaui,PI,Brazil,02/04/2021 15:13,32963.0,936.0,31520.0
63102,07/12/2020,Rio Grande do Norte,RN,Brazil,02/04/2021 15:13,39421.0,1394.0,2904.0
63103,07/12/2020,Rio Grande do Sul,RS,Brazil,02/04/2021 15:13,39240.0,962.0,32815.0
63104,07/12/2020,Rio de Janeiro,RJ,Brazil,02/04/2021 15:13,129684.0,11415.0,110061.0
63107,07/12/2020,Rondonia,RO,Brazil,02/04/2021 15:13,26728.0,628.0,15755.0
63108,07/12/2020,Roraima,RR,Brazil,02/04/2021 15:13,22225.0,396.0,8191.0
63126,07/12/2020,Santa Catarina,SC,Brazil,02/04/2021 15:13,43031.0,497.0,33758.0
63128,07/12/2020,Sao Paulo,SP,Brazil,02/04/2021 15:13,371997.0,17848.0,220974.0
63134,07/12/2020,Sergipe,SE,Brazil,02/04/2021 15:13,37631.0,984.0,22903.0
63178,07/12/2020,Tocantins,TO,Brazil,02/04/2021 15:13,15132.0,255.0,9247.0
63427,07/13/2020,Acre,AC,Brazil,02/04/2021 15:13,16260.0,430.0,9198.0
63433,07/13/2020,Alagoas,AL,Brazil,02/04/2021 15:13,46296.0,1297.0,38828.0
63438,07/13/2020,Amapa,AP,Brazil,02/04/2021 15:13,31552.0,478.0,20803.0
63439,07/13/2020,Amazonas,AM,Brazil,02/04/2021 15:13,84412.0,3048.0,70720.0
63473,07/13/2020,Bahia,BA,Brazil,02/04/2021 15:13,106891.0,2535.0,74135.0
63515,07/13/2020,Ceara,CE,Brazil,02/04/2021 15:13,137206.0,6947.0,111238.0
63552,07/13/2020,Distrito Federal,DF,Brazil,02/04/2021 15:13,72284.0,930.0,58385.0
63559,07/13/2020,Espirito Santo,ES,Brazil,02/04/2021 15:13,63879.0,2040.0,42586.0
63579,07/13/2020,Goias,GO,Brazil,02/04/2021 15:13,36696.0,852.0,11011.0
63705,07/13/2020,Maranhao,MA,Brazil,02/04/2021 15:13,99830.0,2501.0,77815.0
63711,07/13/2020,Mato Grosso,MT,Brazil,02/04/2021 15:13,28792.0,1085.0,11660.0
63712,07/13/2020,Mato Grosso do Sul,MS,Brazil,02/04/2021 15:13,13461.0,167.0,9002.0
63724,07/13/2020,Minas Gerais,MG,Brazil,02/04/2021 15:13,76822.0,1615.0,50510.0
63800,07/13/2020,Para,PA,Brazil,02/04/2021 15:13,126509.0,5293.0,113930.0
63801,07/13/2020,Paraiba,PB,Brazil,02/04/2021 15:13,61108.0,1302.0,22468.0
63802,07/13/2020,Parana,PR,Brazil,02/04/2021 15:13,43582.0,1089.0,14545.0
63807,07/13/2020,Pernambuco,PE,Brazil,02/04/2021 15:13,72901.0,5652.0,51095.0
63808,07/13/2020,Piaui,PI,Brazil,02/04/2021 15:13,33359.0,960.0,32313.0
63835,07/13/2020,Rio Grande do Norte,RN,Brazil,02/04/2021 15:13,39800.0,1404.0,3258.0
63836,07/13/2020,Rio Grande do Sul,RS,Brazil,02/04/2021 15:13,39656.0,995.0,33330.0
63837,07/13/2020,Rio de Janeiro,RJ,Brazil,02/04/2021 15:13,132044.0,11474.0,111189.0
63840,07/13/2020,Rondonia,RO,Brazil,02/04/2021 15:13,27050.0,647.0,15864.0
63841,07/13/2020,Roraima,RR,Brazil,02/04/2021 15:13,22627.0,397.0,8194.0
63859,07/13/2020,Santa Catarina,SC,Brazil,02/04/2021 15:13,43815.0,517.0,35636.0
63861,07/13/2020,Sao Paulo,SP,Brazil,02/04/2021 15:13,374607.0,17907.0,230680.0
63867,07/13/2020,Sergipe,SE,Brazil,02/04/2021 15:13,38221.0,1012.0,23439.0
63911,07/13/2020,Tocantins,TO,Brazil,02/04/2021 15:13,15307.0,259.0,9419.0
64160,07/14/2020,Acre,AC,Brazil,02/04/2021 15:13,16479.0,436.0,9198.0
64166,07/14/2020,Alagoas,AL,Brazil,02/04/2021 15:13,47005.0,1314.0,39929.0
64171,07/14/2020,Amapa,AP,Brazil,02/04/2021 15:13,31885.0,483.0,21108.0
64172,07/14/2020,Amazonas,AM,Brazil,02/04/2021 15:13,85641.0,3063.0,70720.0
64206,07/14/2020,Bahia,BA,Brazil,02/04/2021 15:13,110029.0,2584.0,82151.0
64248,07/14/2020,Ceara,CE,Brazil,02/04/2021 15:13,139437.0,6977.0,113509.0
64285,07/14/2020,Distrito Federal,DF,Brazil,02/04/2021 15:13,73654.0,960.0,58385.0
64292,07/14/2020,Espirito Santo,ES,Brazil,02/04/2021 15:13,65213.0,2082.0,43746.0
64312,07/14/2020,Goias,GO,Brazil,02/04/2021 15:13,37832.0,880.0,11435.0
64438,07/14/2020,Maranhao,MA,Brazil,02/04/2021 15:13,101467.0,2536.0,77815.0
64444,07/14/2020,Mato Grosso,MT,Brazil,02/04/2021 15:13,29279.0,1105.0,11660.0
64445,07/14/2020,Mato Grosso do Sul,MS,Brazil,02/04/2021 15:13,13934.0,177.0,9191.0
64457,07/14/2020,Minas Gerais,MG,Brazil,02/04/2021 15:13,78643.0,1688.0,53111.0
64533,07/14/2020,Para,PA,Brazil,02/04/2021 15:13,128570.0,5318.0,115757.0
64534,07/14/2020,Paraiba,PB,Brazil,02/04/2021 15:13,62462.0,1342.0,22468.0
64535,07/14/2020,Parana,PR,Brazil,02/04/2021 15:13,45363.0,1146.0,15383.0
64540,07/14/2020,Pernambuco,PE,Brazil,02/04/2021 15:13,73576.0,5715.0,51095.0
64541,07/14/2020,Piaui,PI,Brazil,02/04/2021 15:13,34156.0,992.0,32313.0
64568,07/14/2020,Rio Grande do Norte,RN,Brazil,02/04/2021 15:13,40341.0,1432.0,3258.0
64569,07/14/2020,Rio Grande do Sul,RS,Brazil,02/04/2021 15:13,40993.0,1060.0,34307.0
64570,07/14/2020,Rio de Janeiro,RJ,Brazil,02/04/2021 15:13,132822.0,11624.0,112355.0
64573,07/14/2020,Rondonia,RO,Brazil,02/04/2021 15:13,27528.0,663.0,15864.0
64574,07/14/2020,Roraima,RR,Brazil,02/04/2021 15:13,22968.0,398.0,8194.0
64592,07/14/2020,Santa Catarina,SC,Brazil,02/04/2021 15:13,46050.0,534.0,37027.0
64594,07/14/2020,Sao Paulo,SP,Brazil,02/04/2021 15:13,386607.0,18324.0,240184.0
64600,07/14/2020,Sergipe,SE,Brazil,02/04/2021 15:13,39167.0,1033.0,23439.0
64644,07/14/2020,Tocantins,TO,Brazil,02/04/2021 15:13,15723.0,267.0,9823.0
64893,07/15/2020,Acre,AC,Brazil,02/04/2021 15:13,16672.0,446.0,9198.0
64899,07/15/2020,Alagoas,AL,Brazil,02/04/2021 15:13,47864.0,1331.0,40876.0
64904,07/15/2020,Amapa,AP,Brazil,02/04/2021 15:13,32408.0,488.0,21108.0
64905,07/15/2020,Amazonas,AM,Brazil,02/04/2021 15:13,86944.0,3080.0,71958.0
64939,07/15/2020,Bahia,BA,Brazil,02/04/2021 15:13,112993.0,2638.0,86708.0
64981,07/15/2020,Ceara,CE,Brazil,02/04/2021 15:13,141248.0,7030.0,115426.0
65018,07/15/2020,Distrito Federal,DF,Brazil,02/04/2021 15:13,75379.0,1001.0,59900.0
65025,07/15/2020,Espirito Santo,ES,Brazil,02/04/2021 15:13,66352.0,2097.0,44519.0
65045,07/15/2020,Goias,GO,Brazil,02/04/2021 15:13,38895.0,927.0,11965.0
65171,07/15/2020,Maranhao,MA,Brazil,02/04/2021 15:13,102469.0,2572.0,77815.0
65177,07/15/2020,Mato Grosso,MT,Brazil,02/04/2021 15:13,30319.0,1174.0,11660.0
65178,07/15/2020,Mato Grosso do Sul,MS,Brazil,02/04/2021 15:13,14631.0,183.0,9401.0
65190,07/15/2020,Minas Gerais,MG,Brazil,02/04/2021 15:13,82010.0,1752.0,56001.0
65266,07/15/2020,Para,PA,Brazil,02/04/2021 15:13,130834.0,5337.0,115757.0
65267,07/15/2020,Paraiba,PB,Brazil,02/04/2021 15:13,63939.0,1383.0,22468.0
65268,07/15/2020,Parana,PR,Brazil,02/04/2021 15:13,47124.0,1200.0,15383.0
65273,07/15/2020,Pernambuco,PE,Brazil,02/04/2021 15:13,74960.0,5772.0,51095.0
65274,07/15/2020,Piaui,PI,Brazil,02/04/2021 15:13,35445.0,1019.0,33551.0
65301,07/15/2020,Rio Grande do Norte,RN,Brazil,02/04/2021 15:13,40654.0,1473.0,3258.0
65302,07/15/2020,Rio Grande do Sul,RS,Brazil,02/04/2021 15:13,42239.0,1101.0,35388.0
65303,07/15/2020,Rio de Janeiro,RJ,Brazil,02/04/2021 15:13,134449.0,11757.0,114351.0
65306,07/15/2020,Rondonia,RO,Brazil,02/04/2021 15:13,27917.0,668.0,16888.0
65307,07/15/2020,Roraima,RR,Brazil,02/04/2021 15:13,23681.0,403.0,8194.0
65325,07/15/2020,Santa Catarina,SC,Brazil,02/04/2021 15:13,47976.0,569.0,37027.0
65327,07/15/2020,Sao Paulo,SP,Brazil,02/04/2021 15:13,393176.0,18640.0,246941.0
65333,07/15/2020,Sergipe,SE,Brazil,02/04/2021 15:13,40139.0,1054.0,23439.0
65377,07/15/2020,Tocantins,TO,Brazil,02/04/2021 15:13,16031.0,271.0,9823.0
65626,07/16/2020,Acre,AC,Brazil,02/04/2021 15:13,16865.0,447.0,9673.0
65632,07/16/2020,Alagoas,AL,Brazil,02/04/2021 15:13,48734.0,1348.0,40051.0
65637,07/16/2020,Amapa,AP,Brazil,02/04/2021 15:13,33004.0,493.0,21319.0
65638,07/16/2020,Amazonas,AM,Brazil,02/04/2021 15:13,88025.0,3095.0,72928.0
65672,07/16/2020,Bahia,BA,Brazil,02/04/2021 15:13,116373.0,2693.0,91096.0
65714,07/16/2020,Ceara,CE,Brazil,02/04/2021 15:13,144000.0,7127.0,117563.0
65751,07/16/2020,Distrito Federal,DF,Brazil,02/04/2021 15:13,77621.0,1037.0,62143.0
65758,07/16/2020,Espirito Santo,ES,Brazil,02/04/2021 15:13,68118.0,2136.0,46216.0
65778,07/16/2020,Goias,GO,Brazil,02/04/2021 15:13,40201.0,986.0,12427.0
65904,07/16/2020,Maranhao,MA,Brazil,02/04/2021 15:13,104126.0,2608.0,87059.0
65910,07/16/2020,Mato Grosso,MT,Brazil,02/04/2021 15:13,31111.0,1207.0,15018.0
65911,07/16/2020,Mato Grosso do Sul,MS,Brazil,02/04/2021 15:13,15330.0,191.0,9804.0
65923,07/16/2020,Minas Gerais,MG,Brazil,02/04/2021 15:13,84470.0,1834.0,57930.0
65999,07/16/2020,Para,PA,Brazil,02/04/2021 15:13,133039.0,5385.0,119707.0
66000,07/16/2020,Paraiba,PB,Brazil,02/04/2021 15:13,65423.0,1418.0,23695.0
66001,07/16/2020,Parana,PR,Brazil,02/04/2021 15:13,49405.0,1246.0,16565.0
66006,07/16/2020,Pernambuco,PE,Brazil,02/04/2021 15:13,76091.0,5836.0,53970.0
66007,07/16/2020,Piaui,PI,Brazil,02/04/2021 15:13,36542.0,1043.0,35108.0
66034,07/16/2020,Rio Grande do Norte,RN,Brazil,02/04/2021 15:13,40978.0,1501.0,3258.0
66035,07/16/2020,Rio Grande do Sul,RS,Brazil,02/04/2021 15:13,45344.0,1141.0,37674.0
66036,07/16/2020,Rio de Janeiro,RJ,Brazil,02/04/2021 15:13,134573.0,11849.0,114351.0
66039,07/16/2020,Rondonia,RO,Brazil,02/04/2021 15:13,28654.0,677.0,17262.0
66040,07/16/2020,Roraima,RR,Brazil,02/04/2021 15:13,24397.0,415.0,8206.0
66058,07/16/2020,Santa Catarina,SC,Brazil,02/04/2021 15:13,49781.0,588.0,37027.0
66060,07/16/2020,Sao Paulo,SP,Brazil,02/04/2021 15:13,402048.0,19038.0,252699.0
66066,07/16/2020,Sergipe,SE,Brazil,02/04/2021 15:13,41226.0,1071.0,24468.0
66110,07/16/2020,Tocantins,TO,Brazil,02/04/2021 15:13,16672.0,278.0,10314.0
66358,07/17/2020,Acre,AC,Brazil,02/04/2021 15:13,16965.0,452.0,9697.0
66364,07/17/2020,Alagoas,AL,Brazil,02/04/2021 15:13,49253.0,1365.0,42695.0
66369,07/17/2020,Amapa,AP,Brazil,02/04/2021 15:13,33436.0,499.0,22154.0
66370,07/17/2020,Amazonas,AM,Brazil,02/04/2021 15:13,88822.0,3118.0,74531.0
66404,07/17/2020,Bahia,BA,Brazil,02/04/2021 15:13,118657.0,2738.0,94923.0
66446,07/17/2020,Ceara,CE,Brazil,02/04/2021 15:13,145938.0,7165.0,118988.0
66483,07/17/2020,Distrito Federal,DF,Brazil,02/04/2021 15:13,79400.0,1060.0,65443.0
66491,07/17/2020,Espirito Santo,ES,Brazil,02/04/2021 15:13,69461.0,2174.0,47416.0
66514,07/17/2020,Goias,GO,Brazil,02/04/2021 15:13,40681.0,1029.0,12516.0
66642,07/17/2020,Maranhao,MA,Brazil,02/04/2021 15:13,105183.0,2640.0,87059.0
66648,07/17/2020,Mato Grosso,MT,Brazil,02/04/2021 15:13,32971.0,1268.0,15959.0
66649,07/17/2020,Mato Grosso do Sul,MS,Brazil,02/04/2021 15:13,15805.0,203.0,10239.0
66661,07/17/2020,Minas Gerais,MG,Brazil,02/04/2021 15:13,87271.0,1904.0,60134.0
66740,07/17/2020,Para,PA,Brazil,02/04/2021 15:13,135164.0,5448.0,121941.0
66741,07/17/2020,Paraiba,PB,Brazil,02/04/2021 15:13,66347.0,1446.0,24390.0
